Class,Head,Neck_Label,PER,LOC,OBJ,TEM,NUM,WHAT,WHO,WHOM,WHOSE,WHY,WHERE,WHEN,WHICH,HOW,Root_POS
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,1,0,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,Which,np,0,0,0,0,0,3,3,3,3,3,3,3,1,4,VBZ
ENTY,What,np,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
ENTY,What,np,1,0,1,0,0,2,3,3,4,3,4,3,4,4,VBN
ENTY,What,ROOT,0,0,1,1,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,0,0,1,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,1,0,1,1,2,2,3,2,3,2,3,3,VBZ
ENTY,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
ENTY,What,np,0,0,1,0,0,1,2,2,3,1,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VBZ
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,NNS
ENTY,What,advmod,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,Which,np,0,0,0,0,0,3,3,3,3,3,3,2,2,4,VBZ
ENTY,What,np,0,1,0,0,1,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,1,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,2,2,3,3,NN
ENTY,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,2,2,2,3,2,3,2,2,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,ROOT,0,1,0,1,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,np,1,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,1,0,0,1,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,1,0,0,0,0,2,3,3,4,3,4,3,3,3,VBD
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,nsubjpass,1,1,0,1,0,1,2,2,3,1,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,1,0,0,1,0,2,2,2,3,2,3,2,3,3,VBD
ENTY,What,np,1,0,1,0,0,1,3,3,4,3,4,3,4,3,NNS
ENTY,What,np,0,0,0,0,0,2,2,2,2,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,3,3,4,3,VBZ
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
ENTY,What,np,0,1,0,1,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,aux,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VB
ENTY,What,np,0,1,0,0,1,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,aux,0,1,0,0,0,1,3,3,4,3,4,3,4,3,NN
ENTY,What,ROOT,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,ROOT,0,1,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
ENTY,What,np,0,1,0,0,1,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,1,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,1,1,0,0,0,1,2,2,3,2,3,2,2,3,VB
ENTY,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,np,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBP
ENTY,What,ROOT,1,0,0,0,1,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBP
ENTY,What,ROOT,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,1,1,0,0,1,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,1,0,0,1,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBN
ENTY,What,ROOT,1,0,0,0,0,2,2,2,2,2,3,2,2,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,1,0,0,1,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,2,2,2,3,3,VBZ
ENTY,What,auxpass,1,1,0,0,0,1,2,2,3,2,2,2,3,3,VBD
ENTY,What,np,1,0,1,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,0,0,1,0,0,1,3,3,4,3,4,3,4,3,VBP
ENTY,What,np,0,0,0,0,1,1,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,2,2,3,3,VBZ
ENTY,What,aux,1,0,0,1,0,1,2,2,3,2,2,2,3,3,NN
ENTY,What,auxpass,0,1,0,0,0,1,2,2,2,2,3,2,3,3,VBN
ENTY,What,np,0,0,0,0,0,1,2,2,3,2,3,2,2,3,VBZ
ENTY,What,ROOT,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,1,0,0,0,1,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VB
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,nummod,1,1,0,1,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,np,1,0,0,0,0,1,2,2,3,1,3,2,3,3,VBP
ENTY,Which,np,0,0,0,0,0,3,4,4,4,4,4,4,2,5,VBN
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,np,0,0,1,0,0,1,3,3,4,3,4,3,4,4,VBN
ENTY,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,NNS
ENTY,What,np,0,0,0,1,0,2,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,2,4,4,5,4,5,4,5,4,VBD
ENTY,What,np,0,0,0,0,0,2,3,3,3,3,4,3,4,4,VBN
ENTY,Which,np,0,1,0,0,1,3,3,3,3,3,3,3,0,4,VBZ
ENTY,What,ROOT,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,1,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,1,0,0,1,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBP
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
ENTY,What,np,0,0,0,1,0,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
ENTY,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,4,4,VBP
ENTY,What,np,0,0,0,0,1,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,4,3,VBD
ENTY,What,aux,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,np,1,1,0,0,0,1,2,2,3,2,3,2,2,3,VB
ENTY,What,ROOT,0,0,0,0,1,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,NNS
ENTY,What,np,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,1,0,1,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,auxpass,0,0,0,0,0,1,3,3,4,3,4,3,4,3,VBN
ENTY,What,ROOT,0,0,0,0,1,1,3,3,4,3,4,3,4,4,VBP
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,3,3,VBZ
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,NN
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,ROOT,0,0,0,0,0,1,2,2,2,2,3,2,3,3,VBP
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,ROOT,0,1,0,0,0,2,3,3,4,3,4,3,4,4,VBZ
ENTY,What,ROOT,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,What,ROOT,1,1,0,0,0,1,2,2,3,1,3,2,3,3,VBZ
ENTY,What,aux,0,0,0,0,1,1,2,2,3,2,2,2,3,3,VB
ENTY,What,np,1,0,0,0,1,1,3,3,4,3,4,3,4,4,VBD
ENTY,What,ROOT,0,0,0,0,0,2,3,3,4,3,3,3,4,4,VBZ
ENTY,What,ROOT,1,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VB
ENTY,What,ROOT,0,0,0,0,0,1,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VB
ENTY,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
ENTY,Which,np,0,0,0,0,0,3,3,3,3,3,3,3,0,4,VBZ
ENTY,What,np,0,0,1,0,1,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,aux,1,0,0,0,0,1,2,2,3,2,3,2,2,3,VBP
ENTY,What,np,0,0,0,0,1,2,3,3,4,3,4,3,4,3,VBP
ENTY,What,aux,0,0,0,0,0,1,2,2,3,1,3,2,3,3,VB
ENTY,Which,np,1,0,0,0,0,3,2,2,2,3,3,3,1,3,VBD
ENTY,What,aux,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,ROOT,0,0,0,0,0,2,2,2,3,2,3,2,2,3,VBZ
ENTY,What,auxpass,0,0,0,0,0,2,3,3,4,3,4,3,3,3,VBN
ENTY,What,aux,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBP
ENTY,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBP
ENTY,What,np,0,0,1,0,0,1,3,3,4,3,4,3,4,3,VBD
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBN
ENTY,What,aux,1,0,0,0,0,0,2,2,3,2,3,2,3,3,NN
ENTY,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
ENTY,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBN
ENTY,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBN
HUM,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,What,np,0,1,0,0,0,2,3,3,3,3,4,3,4,3,VBP
HUM,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,Who,ROOT,1,0,0,0,0,2,1,2,3,1,3,2,2,3,VBD
HUM,Who,ROOT,0,0,0,0,0,3,1,2,3,2,4,3,4,2,VBD
HUM,Which,np,0,0,0,0,0,4,4,4,4,4,4,4,1,5,VBZ
HUM,What,np,1,0,0,1,0,0,2,2,3,2,3,2,3,3,VBD
HUM,What,np,0,1,0,0,0,1,2,2,3,2,3,2,3,3,VBP
HUM,Who,ROOT,1,0,0,0,0,2,1,2,3,1,3,2,3,3,VBD
HUM,Who,ROOT,0,1,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,aux,1,0,0,0,0,2,1,2,3,1,3,2,3,3,VB
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBN
HUM,What,np,0,1,0,1,0,1,3,3,4,3,4,3,4,4,VBD
HUM,Who,ROOT,1,0,0,0,1,2,0,1,2,1,3,2,3,2,VBD
HUM,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
HUM,Who,np,0,0,0,0,0,3,1,2,3,2,4,3,4,2,NN
HUM,Which,ROOT,1,0,0,0,0,3,3,3,3,3,3,3,0,4,VBD
HUM,Who,ROOT,0,0,0,0,0,3,2,3,4,2,4,3,4,3,VBD
HUM,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBD
HUM,What,np,0,1,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
HUM,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,1,0,0,0,3,1,2,3,2,4,3,4,2,VBD
HUM,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
HUM,Who,ROOT,0,0,0,0,0,3,2,3,4,2,4,3,4,3,VBN
HUM,Who,ROOT,1,0,0,0,1,4,2,3,4,3,5,4,5,3,VBD
HUM,Which,amod,1,0,0,0,0,3,3,3,3,3,3,3,1,4,VBD
HUM,Who,ROOT,0,1,0,0,0,2,1,2,3,1,3,2,2,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,3,1,2,3,2,4,3,4,2,VBZ
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBN
HUM,What,np,1,1,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
HUM,What,ROOT,0,1,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
HUM,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBZ
HUM,Which,np,0,1,0,0,0,4,4,4,4,4,4,4,2,5,VBD
HUM,Who,ROOT,0,1,0,0,0,3,1,2,3,2,4,3,4,3,VBD
HUM,What,np,0,1,0,0,0,2,2,2,3,1,3,2,3,3,VBD
HUM,What,np,0,0,0,1,0,1,2,2,3,2,2,2,3,3,VBZ
HUM,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
HUM,Which,np,0,0,1,0,0,3,3,3,3,3,3,3,1,4,NNP
HUM,What,np,0,0,1,1,0,2,2,2,3,2,3,2,3,3,VBN
HUM,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBD
HUM,What,ROOT,1,0,0,0,1,2,3,3,4,3,3,3,4,3,VBD
HUM,Who,ROOT,0,1,0,0,0,3,1,2,3,2,4,3,4,3,VBD
HUM,What,np,1,0,1,0,0,1,3,3,4,3,4,3,4,3,VBD
HUM,Who,ROOT,1,0,0,0,0,3,2,3,4,2,4,3,4,3,VBZ
HUM,Who,ROOT,0,1,0,1,0,2,0,1,2,1,3,2,3,2,VBD
HUM,Who,ROOT,0,1,0,0,0,3,2,3,4,2,4,3,3,3,VBD
HUM,Who,ROOT,0,1,0,0,1,3,2,3,4,2,4,3,3,3,VBD
HUM,Who,ROOT,0,0,1,0,1,2,0,1,2,1,3,2,3,2,VBP
HUM,Who,ROOT,0,0,1,0,0,3,1,2,3,2,4,3,4,2,NN
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
HUM,Which,np,0,1,0,0,0,3,3,3,2,3,3,3,1,4,VBD
HUM,Who,aux,0,1,0,0,0,3,1,2,3,2,4,3,4,3,VBN
HUM,Who,ROOT,0,0,0,0,0,4,2,3,4,3,5,4,5,3,VBZ
HUM,What,np,1,0,0,0,0,2,3,3,4,3,4,3,4,3,VBZ
HUM,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBZ
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,Which,np,0,1,0,0,0,4,4,4,4,4,4,4,1,4,VBZ
HUM,What,np,1,1,0,0,0,2,2,2,3,2,3,2,2,3,VBP
HUM,Who,ROOT,1,0,0,0,0,3,2,3,4,2,4,3,4,3,VBD
HUM,Who,ROOT,0,0,0,0,1,3,1,2,3,2,4,3,4,3,VBD
HUM,Who,ROOT,0,1,0,0,0,3,1,2,3,2,4,3,4,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,3,1,2,3,2,4,3,4,2,VBZ
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,Who,ROOT,0,1,0,0,0,4,2,3,4,3,5,4,5,3,VBZ
HUM,What,np,1,0,0,0,1,1,2,2,3,2,3,2,2,3,VBD
HUM,Who,ROOT,0,0,1,1,0,3,2,3,4,2,4,3,4,3,VBD
HUM,Who,ROOT,0,0,0,0,0,3,2,3,4,2,4,3,3,3,VBP
HUM,Who,ROOT,0,1,0,0,1,4,2,3,4,3,4,4,5,3,VBD
HUM,Who,ROOT,0,0,1,1,0,2,0,1,2,1,3,2,3,2,VBP
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,What,np,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,Who,ROOT,0,1,0,1,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,0,1,1,0,3,2,3,4,2,4,3,3,3,VBD
HUM,What,ROOT,1,0,0,0,0,2,3,3,4,3,4,3,4,4,VBD
HUM,What,np,0,1,0,0,0,2,3,3,4,3,4,3,3,4,VBN
HUM,What,np,1,1,0,0,0,2,2,2,3,2,3,2,2,3,VBP
HUM,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBN
HUM,Who,ROOT,1,0,0,1,0,3,1,2,3,2,4,3,4,2,VB
HUM,Who,ROOT,1,0,0,0,0,2,1,2,3,1,3,2,3,3,VBZ
HUM,Who,ROOT,0,0,0,0,0,3,1,2,3,2,4,3,4,2,VBZ
HUM,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBN
HUM,What,amod,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBD
HUM,Who,ROOT,1,0,0,0,0,3,1,2,3,2,4,3,4,3,VBD
HUM,Who,ROOT,0,0,1,0,0,3,2,3,4,2,4,3,4,3,VBD
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,What,ROOT,1,0,0,0,1,2,3,3,4,2,4,3,4,4,VBD
HUM,Who,ROOT,0,0,0,0,0,3,2,3,4,2,4,3,3,3,VBZ
HUM,Who,ROOT,0,0,0,0,0,4,2,3,4,3,5,4,5,3,VBZ
HUM,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBZ
HUM,What,np,0,0,0,0,0,1,3,3,4,3,4,3,4,4,NNP
HUM,What,np,0,0,0,0,0,2,3,3,4,3,4,3,4,4,RB
HUM,What,np,1,0,0,0,0,1,2,2,2,2,3,2,3,3,VBD
HUM,Who,ROOT,0,0,1,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,What,np,1,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,What,np,1,1,0,0,0,1,3,3,4,3,4,3,4,4,VBD
HUM,Which,np,1,0,0,0,0,3,2,2,2,3,3,3,1,3,VBD
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,Who,ROOT,0,0,0,0,1,2,1,2,3,1,3,2,3,3,VBD
HUM,Who,ROOT,0,0,0,0,0,2,1,2,3,1,3,2,3,3,VBZ
HUM,Who,ROOT,0,1,0,0,0,3,2,3,4,2,4,3,4,3,VBZ
HUM,Whose,np,0,0,0,0,1,3,2,2,1,3,3,3,3,2,VB
HUM,Who,nc,0,0,0,0,0,2,0,1,2,1,3,2,3,2,NN
HUM,What,ROOT,0,0,0,0,0,1,3,3,4,3,4,3,4,4,VBZ
HUM,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,NNP
HUM,Who,ccomp,0,0,0,1,0,2,0,1,2,1,3,2,3,2,VBD
HUM,What,np,1,0,0,0,0,2,4,4,5,4,5,4,5,4,VBN
HUM,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,Who,ROOT,0,0,0,0,0,2,1,2,3,1,3,2,3,3,VBD
HUM,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBP
HUM,What,ROOT,1,1,0,0,0,2,3,3,4,3,4,3,4,3,VBD
HUM,Who,ROOT,1,1,0,1,0,3,1,2,3,2,4,3,4,2,VBD
HUM,Who,ROOT,1,0,0,0,1,2,1,2,3,1,3,2,3,3,VBD
HUM,What,np,1,0,0,0,1,1,2,2,3,1,3,2,3,3,VBD
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,0,0,0,1,3,1,2,3,2,4,3,4,3,VBD
HUM,Who,np,1,1,0,0,0,4,2,3,4,3,5,4,5,3,NNP
HUM,Whom,aux,0,1,0,1,0,2,1,0,2,2,3,2,3,2,VBD
HUM,Who,ROOT,1,0,0,0,0,3,1,2,3,2,4,3,4,2,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,What,np,1,1,0,0,0,1,2,2,3,2,3,2,3,3,VBN
HUM,Who,ROOT,1,0,0,0,0,3,1,2,3,2,4,3,4,3,NN
HUM,Who,ROOT,0,1,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,What,ROOT,0,1,0,0,1,2,3,3,4,3,4,3,4,3,VBP
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,What,ROOT,1,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,Who,ROOT,0,1,0,0,1,3,2,3,4,2,4,3,4,3,VBD
HUM,Who,ROOT,1,1,0,0,0,3,1,2,3,2,4,3,4,3,VBD
HUM,What,ROOT,1,0,0,0,0,2,3,3,3,3,4,3,4,4,VBZ
HUM,What,ROOT,1,1,0,0,0,2,2,2,3,2,3,2,2,3,VBD
HUM,Whose,np,0,0,0,0,0,3,2,2,1,3,2,3,2,3,MD
HUM,What,np,0,0,0,0,0,2,4,4,5,4,5,4,5,4,VBZ
HUM,What,np,0,1,0,1,0,1,2,2,3,2,3,2,3,3,VBD
HUM,What,ROOT,0,1,0,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,What,np,0,0,0,0,1,1,2,2,3,2,3,2,3,3,VBD
HUM,What,amod,0,0,0,0,0,2,3,3,4,3,4,3,4,3,VBN
HUM,What,ROOT,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBD
HUM,Who,ROOT,1,0,0,0,0,3,2,3,4,2,4,3,4,3,VBZ
HUM,Who,ROOT,1,0,0,0,0,3,1,2,3,2,4,3,4,2,VBD
HUM,What,np,0,1,0,0,1,2,4,4,5,4,5,4,5,4,VBD
HUM,What,np,0,0,1,0,0,0,2,2,3,2,3,2,3,3,VBD
HUM,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,3,VBD
HUM,What,np,1,0,0,0,0,1,3,3,4,3,4,3,4,4,VBD
HUM,Who,ROOT,1,1,0,0,0,4,2,3,4,3,4,4,5,3,VBD
HUM,Who,ROOT,1,0,0,0,1,3,1,2,3,2,4,3,4,3,VBD
HUM,What,np,0,1,0,0,0,1,3,3,4,3,4,3,4,3,VBD
HUM,Whose,np,0,1,0,0,0,3,2,2,0,3,2,3,3,3,VBZ
HUM,What,np,0,0,1,0,0,2,3,3,3,3,4,3,4,3,VBN
HUM,What,np,0,0,0,0,0,0,2,2,3,2,3,2,3,3,VBN
HUM,What,amod,0,1,0,1,0,0,2,2,3,2,3,2,3,3,VBD
HUM,Who,ROOT,0,0,0,0,0,2,0,1,2,1,3,2,3,2,VBD
HUM,What,ROOT,0,0,0,0,0,0,2,2,3,2,3,2,3,3,NNP
HUM,Who,ROOT,0,0,0,0,0,2,1,2,3,1,3,2,3,3,VBD
HUM,Who,ROOT,0,0,0,0,1,2,0,1,2,1,3,2,3,2,VBD
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBN
HUM,Who,ROOT,1,0,0,0,0,2,0,1,2,1,3,2,3,2,VBZ
HUM,Who,ROOT,0,1,0,0,0,2,1,2,3,1,3,2,3,3,VBD
